City Limits,"['Frank Craven', ' Sally Blane', ' Claude Gillingwater']"
City Park,"['Sally Blane', ' Matty Kemp']"
Cleopatra,"['Claudette Colbert', ' Warren William', ' Henry Wilcoxon']"
Cockeyed Cavaliers,"['Bert Wheeler', ' Robert Woolsey', ' Thelma Todd']"
College Rhythm,"['Jack Oakie', ' Joe Penner']"
Come On Marines!,"['Richard Arlen', ' Ida Lupino']"
Coming Out Party,"['Frances Dee', ' Gene Raymond', ' Nigel Bruce']"
The Count of Monte Cristo,"['Robert Donat', ' Elissa Landi', ' Louis Calhern']"
The Countess of Monte Cristo,"['Fay Wray', ' Paul Lukas']"
The Crime Doctor,"['Otto Kruger', ' Karen Morley']"
The Crime of Helen Stanley,"['Ralph Bellamy', ' Shirley Grey', ' Gail Patrick']"
Crime Without Passion,"['Claude Rains', ' Margo']"
Crimson Romance,"['Ben Lyon', ' Sari Maritza', ' Erich von Stroheim']"
The Crosby Case,"['Wynne Gibson', ' Onslow Stevens']"
Cross Country Cruise,"['Lew Ayres', ' June Knight', ' Alice White']"
Cross Streets,"['Claire Windsor', ' Johnny Mack Brown']"
The Curtain Falls,"['Dorothy Lee', ' Holmes Herbert']"
Dames,"['Joan Blondell', ' Dick Powell', ' Ruby Keeler']"
Dangerous Corner,"['Virginia Bruce', ' Conrad Nagel', ' Melvyn Douglas']"
Dark Hazard,"['Edward G. Robinson', ' Genevieve Tobin', ' Robert Barrat']"
David Harum,"['Will Rogers', ' Louise Dresser']"
Death on the Diamond,"['Robert Young', ' Madge Evans']"
Death Takes a Holiday,"['Fredric March', ' Helen Westley', ' Kent Taylor']"
The Defense Rests,"['Jack Holt', ' Jean Arthur']"
Devil Tiger,"['Marion Burns', ' Kane Richmond']"
Double Door,"['Evelyn Venable', ' Anne Revere', ' Kent Taylor']"
The Dover Road,"['Diana Wynyard', ' Clive Brook']"
Down to Their Last Yacht,"['Mary Boland', ' Polly Moran', ' Ned Sparks']"
The Dragon Murder Case,"['Warren William', ' Margaret Lindsay']"
Dr. Monica,"['Kay Francis', ' Warren William', ' Jean Muir']"
The Dude Ranger,"[""George O'Brien"", ' Irene Hervey']"
Easy to Love,"['Genevieve Tobin', ' Adolphe Menjou', ' Mary Astor']"
Eight Girls in a Boat,"['Dorothy Wilson', ' Douglass Montgomery', ' Kay Johnson']"
Elinor Norton,"['Claire Trevor', ' Gilbert Roland']"
Elmer and Elsie,"['George Bancroft', ' Frances Fuller']"
Embarrassing Moments,"['Chester Morris', ' Marian Nixon']"
Evelyn Prentice,"['William Powell', ' Myrna Loy', ' Rosalind Russell']"
Ever Since Eve,"[""George O'Brien"", ' Mary Brian', ' Herbert Mundin']"
Fashions of 1934,"['William Powell', ' Bette Davis', ' Frank McHugh']"
"Father Brown, Detective","['Walter Connolly', ' Paul Lukas']"
Ferocious Pal,"['Tom London', ' Henry Roquemore']"
Fifteen Wives,"['Conway Tearle', ' Natalie Moorhead']"
Fighting Hero,"['Tom Tyler', ' Dick Botiller']"
The Fighting Ranger,"['Buck Jones', ' Dorothy Revier']"
Fighting to Live,"['Marion Shilling', ' Steve Pendleton']"
Fighting Through,"['Reb Russell', ' Lucille Lund']"
Finishing School,"['Frances Dee', ' Ginger Rogers', ' Bruce Cabot']"
Flirtation,"['Jeanette Loff', ' Ben Alexander', ' Arthur Tracy']"
Flirtation Walk,"['Dick Powell', ' Ruby Keeler', ' Ross Alexander']"
Flirting with Danger,"['William Cagney', ' Maria Alba']"
Fog Over Frisco,"['Bette Davis', ' Donald Woods', ' Margaret Lindsay']"
Forsaking All Others,"['Joan Crawford', ' Clark Gable', ' Robert Montgomery']"
The Fountain,"['Ann Harding', ' Jean Hersholt', ' Brian Aherne']"
Four Frightened People,"['Claudette Colbert', ' Mary Boland', ' Herbert Marshall']"
Friends of Mr. Sweeney,"['Charles Ruggles', ' Ann Dvorak', ' Eugene Pallette']"
Frontier Marshal,"[""George O'Brien"", ' Irene Bentley']"
Fugitive Lady,"['Florence Rice', ' Neil Hamilton']"
Fugitive Lovers,"['Madge Evans', ' Robert Montgomery']"
Fugitive Road,"['Erich von Stroheim', ' Wera Engels']"
Gallant Lady,"['Ann Harding', ' Clive Brook']"
Gambling,"['George M. Cohan', ' Wynne Gibson']"
Gambling Lady,"['Barbara Stanwyck', "" Pat O'Brien"", ' Joel McCrea']"
The Gay Bride,"['Carole Lombard', ' Chester Morris', ' Zazu Pitts']"
The Gay Divorcee,"['Fred Astaire', ' Ginger Rogers', ' Alice Brady']"
Gentlemen Are Born,"['Franchot Tone', ' Jean Muir', ' Ann Dvorak']"
George White's Scandals,"['Rudy Vallée', ' Alice Faye']"
The Ghost Walks,"['June Collyer', ' John Miljan']"
Gift of Gab,"['Edmund Lowe', ' Gloria Stuart', ' Ruth Etting']"
The Girl from Missouri,"['Jean Harlow', ' Lionel Barrymore', ' Franchot Tone']"
Girl in Danger,"['Ralph Bellamy', ' Shirley Grey']"
A Girl of the Limberlost,"['Louise Dresser', ' Marian Marsh']"
Girl o' My Dreams,"['Mary Carlisle', ' Sterling Holloway']"
Glamour,"['Paul Lukas', ' Constance Cummings']"
Good Dame,"['Sylvia Sidney', ' Fredric March']"
Grand Canary,"['Warner Baxter', ' Madge Evans']"
Great Expectations,"['Phillips Holmes', ' Jane Wyatt', ' Florence Reed']"
The Great Flirtation,"['Elissa Landi', ' Adolphe Menjou', ' David Manners']"
Green Eyes,"['Shirley Grey', ' Charles Starrett']"
Gridiron Flash,"['Eddie Quillan', ' Betty Furness']"
Half a Sinner,"['Sally Blane', ' Joel McCrea']"
Handy Andy,"['Will Rogers', ' Mary Carlisle']"
Happiness Ahead,"['Dick Powell', ' Josephine Hutchinson', ' Allen Jenkins']"
Happy Landing,"['Julie Bishop', ' William Farnum']"
Harlem After Midnight,"['Rex Ingram', ' Lawrence Chenault']"
"Hat, Coat, and Glove","['Ricardo Cortez', ' Barbara Robbins']"
Have a Heart,"['Jean Parker', ' James Dunn', ' Stuart Erwin']"
He Was Her Man,"['James Cagney', ' Joan Blondell', ' Victor Jory']"
Heat Lightning,"['Aline MacMahon', ' Ann Dvorak', ' Preston Foster']"
Hell Bent for Love,"['Tim McCoy', ' Lilian Bond']"
The Hell Cat,"['Robert Armstrong', ' Ann Sothern', ' Minna Gombell']"
Hell in the Heavens,"['Warner Baxter', ' Conchita Montenegro']"
Helldorado,"['Richard Arlen', ' Madge Evans']"
Here Comes the Groom,"['Mary Boland', ' Neil Hamilton']"
Here Comes the Navy,"['James Cagney', "" Pat O'Brien"", ' Gloria Stuart']"
Here is My Heart,"['Bing Crosby', ' Kitty Carlisle', ' Roland Young']"
Hi Nellie!,"['Paul Muni', ' Glenda Farrell']"
Hide-Out,"[""Maureen O'Sullivan"", ' Robert Montgomery', ' Edward Arnold']"
High School Girl,"['Helen MacKellar', ' Mahlon Hamilton', ' Cecilia Parker']"
"Hips, Hips, Hooray!","['Bert Wheeler', ' Robert Woolsey', ' Thelma Todd']"
His Greatest Gamble,"['Richard Dix', ' Dorothy Wilson']"
Hold That Girl,"['James Dunn', ' Claire Trevor']"
Hollywood Mystery,"['June Clyde', ' Frank Albertson', ' José Crespo']"
Hollywood Party,"['Jimmy Durante', ' Stan Laurel', ' Oliver Hardy']"
House of Mystery,"['Clay Clement', ' Joyzelle Joyner', ' Gabby Hayes']"
The House of Rothschild,"['George Arliss', ' Boris Karloff', ' Loretta Young']"
Housewife,"['Bette Davis', ' George Brent', ' Ann Dvorak']"
The Human Side,"['Adolphe Menjou', ' Doris Kenyon']"
I Am a Thief,"['Mary Astor', ' Ricardo Cortez', ' Dudley Digges']"
I Believed in You,"['Rosemary Ames', ' John Boles']"
I Give My Love,"['Paul Lukas', ' Wynne Gibson']"
I Like It That Way,"['Gloria Stuart', ' Marian Marsh']"
I Sell Anything,"[""Pat O'Brien"", ' Ann Dvorak']"
I'll Fix It,"['Jack Holt', ' Mona Barrie']"
I'll Tell the World,"['Lee Tracy', ' Gloria Stuart']"
I've Got Your Number,"['Joan Blondell', "" Pat O'Brien"", ' Glenda Farrell']"
Imitation of Life,"['Claudette Colbert', ' Fredi Washington', ' Louise Beavers']"
In Love with Life,"['Lila Lee', ' Dickie Moore']"
In Old Santa Fe,"['Ken Maynard', ' Evalyn Knapp']"
Inside Information,"['Rex Lease', ' Marion Shilling', ' Philo McCullough']"
It Happened One Night,"['Claudette Colbert', ' Clark Gable', ' Roscoe Karns']"
It's a Gift,"['W. C. Fields', ' Kathleen Howard']"
Jane Eyre,"['Virginia Bruce', ' Colin Clive']"
Jealousy,"['Nancy Carroll', ' George Murphy']"
Jimmy the Gent,"['James Cagney', ' Bette Davis', ' Allen Jenkins']"
Journal of a Crime,"['Ruth Chatterton', ' Adolphe Menjou', ' Claire Dodd']"
Judge Priest,"['Will Rogers', ' Tom Brown']"
Kansas City Princess,"['Joan Blondell', ' Glenda Farrell', ' Robert Armstrong']"
Keep 'Em Rolling,"['Walter Huston', ' Frank Conroy', ' G. Pat Collins']"
Kentucky Kernels,"['Bert Wheeler', ' Robert Woolsey', ' Mary Carlisle']"
The Key,"['William Powell', ' Edna Best', ' Colin Clive']"
Kid Millions,"['Eddie Cantor', ' Ann Sothern', ' Ethel Merman']"
King Kelly of the U.S.A.,"['Edgar Kennedy', ' Irene Ware']"
Kiss and Make-Up,"['Cary Grant', ' Genevieve Tobin']"
Ladies Should Listen,"['Cary Grant', ' Frances Drake']"
Lady by Choice,"['Carole Lombard', ' May Robson', ' Walter Connolly']"
The Last Gentleman,"['George Arliss', ' Edna May Oliver']"
The Last Round-Up,"['Randolph Scott', ' Monte Blue', ' Barton MacLane']"
Laughing Boy,"['Lupe Vélez', ' Ramon Novarro', ' William B. Davidson']"
The Lawless Frontier,"['John Wayne', ' Sheila Terry']"
Lazy River,['Jean Parker Robert Young']
The Lemon Drop Kid,"['Lee Tracy', ' Helen Mack']"
Let's Be Ritzy,"['Lew Ayres', ' Patricia Ellis']"
Let's Talk It Over,"['Chester Morris', ' Mae Clarke']"
Let's Try Again,"['Clive Brook', ' Diana Wynyard', ' Helen Vinson']"
The Life of Vergie Winters,"['Ann Harding', ' John Boles']"
Lighting Bill,"['Jay Wilsey', ' Alma Rayford']"
Lightning Strikes Twice,"['Ben Lyon', ' Thelma Todd']"
Limehouse Blues,"['George Raft', ' Jean Parker', ' Anna May Wong']"
The Line-Up,"['William Gargan', ' Marian Nixon', ' John Miljan']"
"Little Man, What Now?","['Margaret Sullavan', ' Douglass Montgomery', ' Alan Hale']"
Little Men,"['Ralph Morgan', "" Erin O'Brien-Moore""]"
The Little Minister,"['Katharine Hepburn', ' John Beal']"
Little Miss Marker,"['Adolphe Menjou', ' Shirley Temple', ' Charles Bickford']"
Long Lost Father,"['John Barrymore', ' Helen Chandler']"
Looking for Trouble,"['Spencer Tracy', ' Constance Cummings']"
Lost in the Stratosphere,"['William Cagney', ' June Collyer']"
A Lost Lady,"['Barbara Stanwyck', ' Frank Morgan', ' Ricardo Cortez']"
The Lost Patrol,"['Victor McLaglen', ' Wallace Ford', ' Boris Karloff']"
Love Birds,"['Slim Summerville', ' ZaSu Pitts', ' Mickey Rooney']"
The Love Captive,"['Gloria Stuart', ' Nils Asther']"
Love Time,"['Pat Paterson', ' Nils Asther']"
The Lucky Texan,"['John Wayne', ' Barbara Sheldon', ' George ""Gabby"" Hayes']"
Madame DuBarry,"['Dolores del Río', ' Victor Jory', ' Osgood Perkins']"
Madame Spy,"['Fay Wray', ' Nils Asther', ' Edward Arnold']"
The Man from Hell,"['Reb Russell', ' Fred Kohler']"
The Man from Utah,"['John Wayne', ' Polly Ann Young', ' George ""Gabby"" Hayes']"
Man of Two Worlds,"['Elissa Landi', ' Francis Lederer']"
The Man Trailer,"['Buck Jones', ' Cecilia Parker']"
The Man Who Reclaimed His Head,"['Claude Rains', ' Joan Bennett', ' Lionel Atwill']"
The Man with Two Faces,"['Edward G. Robinson', ' Mary Astor', ' Ricardo Cortez']"
A Man's Game,"['Tim McCoy', ' Evalyn Knapp']"
Managed Money,"['Junior Coghlan', ' Shirley Temple']"
Mandalay,"['Kay Francis', ' Ricardo Cortez', ' Warner Oland']"
Manhattan Love Song,"['Robert Armstrong', ' Dixie Lee']"
Manhattan Melodrama,"['Clark Gable', ' William Powell', ' Myrna Loy']"
Maniac,"['Bill Woods', ' Horace Carpenter']"
Many Happy Returns,"['Gracie Allen', ' George Burns', ' George Barbier']"
Marie Galante,"['Spencer Tracy', ' Ketti Gallian', ' Ned Sparks']"
The Marines Are Coming,"['William Haines', ' Conrad Nagel', ' Esther Ralston']"
Massacre,"['Richard Barthelmess', ' Ann Dvorak']"
The Meanest Gal in Town,"['ZaSu Pitts', ' El Brendel']"
Melody in Spring,"['Lanny Ross', ' Charlie Ruggles', ' Mary Boland', ' Ann Sothern']"
Men in White,"['Clark Gable', ' Jean Hersholt', ' Myrna Loy']"
Men of the Night,"['Bruce Cabot', ' Judith Allen']"
Menace,"['Gertrude Michael', ' Paul Cavanagh']"
The Merry Frinks,"['Aline MacMahon', ' Guy Kibbee']"
The Merry Widow,"['Jeanette MacDonald', ' Maurice Chevalier', ' Edward Everett Horton']"
Midnight,"['Sidney Fox', ' Margaret Wycherly', ' Humphrey Bogart']"
Midnight Alibi,"['Richard Barthelmess', ' Ann Dvorak']"
The Mighty Barnum,"['Wallace Beery', ' Adolphe Menjou', ' Virginia Bruce']"
Mills of the Gods,"['May Robson', ' Fay Wray']"
Million Dollar Baby,"['Arline Judge', ' Ray Walker', ' Jeanette Loff']"
Million Dollar Ransom,"['Phillips Holmes', ' Edward Arnold']"
Miss Fane's Baby Is Stolen,"['Dorothea Wieck', ' Alice Brady']"
Money Means Nothing,"['Wallace Ford', ' Gloria Shea']"
Monte Carlo Nights,"['Mary Brian', ' John Darrow', ' Gabby Hayes']"
The Most Precious Thing in Life,"['Richard Cromwell', ' Jean Arthur']"
Moulin Rouge,"['Constance Bennett', ' Franchot Tone', ' Tullio Carminati']"
Murder at the Vanities,"['Victor McLaglen', ' Carl Brisson']"
Murder in the Clouds,"['Lyle Talbot', ' Ann Dvorak']"
Murder in the Private Car,"['Charles Ruggles', ' Una Merkel']"
Murder in Trinidad,"['Nigel Bruce', ' Heather Angel']"
Mrs. Wiggs of the Cabbage Patch,"['W. C. Fields', ' Pauline Lord', ' ZaSu Pitts']"
Murder on the Blackboard,"['Edna May Oliver', ' James Gleason']"
Music in the Air,"['Gloria Swanson', ' John Boles']"
The Mysterious Mr. Wong,"['Bela Lugosi', ' Arline Judge', ' Wallace Ford']"
The Mystery of Mr. X,"['Robert Montgomery', ' Elizabeth Allan']"
Mystery Liner,"['Noah Beery', ' Astrid Allwyn']"
Mystery Ranch,"['Tom Tyler', ' Roberta Gale']"
Name the Woman,"['Richard Cromwell', ' Arline Judge']"
Nana,"['Anna Sten', ' Lionel Atwill']"
Neath the Arizona Skies,"['John Wayne', ' Sheila Terry']"
The Ninth Guest,"['Genevieve Tobin', ' Donald Cook']"
No Greater Glory,"['George P. Breakston', ' Jimmy Butler']"
No More Women,"['Edmund Lowe', ' Victor McLaglen', ' Sally Blane']"
No Ransom,"['Leila Hyams', ' Phillips Holmes', ' Jack La Rue']"
The Notorious Sophie Lang,"['Gertrude Michael', ' Paul Cavanagh']"
Now and Forever,"['Gary Cooper', ' Carole Lombard', ' Shirley Temple']"
Now I'll Tell,"['Spencer Tracy', ' Helen Twelvetrees', ' Alice Faye']"
Of Human Bondage,"['Bette Davis', ' Leslie Howard', ' Kay Johnson']"
The Old Fashioned Way,"['W. C. Fields', ' Baby LeRoy', ' Judith Allen']"
Once to Every Bachelor,"['Marian Nixon', ' Neil Hamilton']"
Once to Every Woman,"['Ralph Bellamy', ' Fay Wray']"
One Exciting Adventure,"['Binnie Barnes', ' Neil Hamilton', ' Paul Cavanagh']"
One Hour Late,"['Helen Twelvetrees', ' Conrad Nagel']"
One in a Million,"['Dorothy Wilson', ' Charles Starrett']"
One Is Guilty,"['Ralph Bellamy', ' Shirley Grey']"
One More River,"['Diana Wynyard', ' Frank Lawton', ' Jane Wyatt']"
One Night of Love,"['Grace Moore', ' Mona Barrie', ' Tullio Carminati']"
Operator 13,"['Marion Davies', ' Gary Cooper', ' The Mills Brothers']"
Orient Express,"['Heather Angel', ' Ralph Morgan']"
Our Daily Bread,"['Karen Morley', ' Tom Keene', ' Barbara Pepper']"
Outcast Lady,"['Constance Bennett', ' Herbert Marshall', ' Hugh Williams']"
The Painted Veil,"['Greta Garbo', ' Herbert Marshall', ' George Brent']"
Palooka,"['Jimmy Durante', ' Lupe Vélez', ' Stuart Erwin']"
Paradise Valley,"['Wheeler Oakman', ' Walter Brennan']"
Pardon My Pups,"['Junior Coghlan', ' Shirley Temple']"
Paris Interlude,"['Madge Evans', ' Robert Young', ' Ted Healy']"
The Party's Over,"['Stuart Erwin', ' Ann Sothern']"
Peck's Bad Boy,"['Jackie Cooper', ' Thomas Meighan', ' Dorothy Peterson']"
The Pecos Dandy,"['George J. Lewis', ' Dorothy Gulliver']"
The Personality Kid,"[""Pat O'Brien"", ' Glenda Farrell', ' Claire Dodd']"
The Poor Rich,"['Edward Everett Horton', ' Edna May Oliver']"
Port of Lost Dreams,"['William Boyd', ' George F. Marion', ' Lola Lane']"
The Prescott Kid,"['Tim McCoy', ' Sheila Mannors']"
The President Vanishes,"['Edward Arnold', ' Arthur Byron', '']"
Private Scandal,"['ZaSu Pitts', ' Phillips Holmes']"
Pursued,"['Rosemary Ames', ' Victor Jory']"
The Pursuit of Happiness,"['Francis Lederer', ' Joan Bennett']"
The Quitter,"['Charley Grapewin', ' Emma Dunn']"
Randy Rides Alone,"['John Wayne', ' Alberta Vaughn']"
Range Riders,"['Buddy Roosevelt', ' Lew Meehan']"
Rawhide Mail,"['Jack Perrin', ' Nelson McDowell']"
Rawhide Romance,"['Jay Wilsey', ' Lafe McKee']"
The Rawhide Terror,"['Art Mix', ' Edmund Cobb', ' Frances Morris']"
Ready for Love,"['Richard Arlen', ' Ida Lupino', ' Marjorie Rambeau']"
Red Morning,"['Steffi Duna', ' Regis Toomey']"
Registered Nurse,"['Bebe Daniels', ' Lyle Talbot']"
Return of the Terror,"['Mary Astor', ' Lyle Talbot']"
The Richest Girl in the World,"['Miriam Hopkins', ' Fay Wray', ' Joel McCrea']"
Riding Speed,"['Jay Wilsey', ' Bud Osborne', ' Lafe McKee']"
Ridin' Thru,"['Tom Tyler', ' Ruth Hiatt', ' Lafe McKee']"
Riptide,"['Norma Shearer', ' Robert Montgomery', ' Herbert Marshall']"
The Road to Ruin,"['Helen Foster', "" Nell O'Day""]"
Rocky Rhodes,"['Buck Jones', ' Sheila Terry']"
Romance in the Rain,"['Heather Angel', ' Esther Ralston']"
Sadie McKee,"['Joan Crawford', ' Franchot Tone', ' Edward Arnold']"
The Scarlet Empress,"['Marlene Dietrich', ' John Lodge', ' Sam Jaffe']"
The Scarlet Letter,"['Colleen Moore', ' Henry B. Walthall', ' Alan Hale']"
School for Girls,"['Sidney Fox', ' Lois Wilson']"
A Scream in the Night,"['Lon Chaney Jr.', ' Sheila Terry']"
Search for Beauty,"['Buster Crabbe', ' Ida Lupino']"
The Secret Bride,"['Barbara Stanwyck', ' Warren William', ' Glenda Farrell']"
Secret of the Chateau,"['Claire Dodd', ' Alice White']"
Servants' Entrance,"['Janet Gaynor', ' Lew Ayres']"
Sequoia,"['Jean Parker', ' Samuel S. Hinds']"
She Had to Choose,"['Isabel Jewell', ' Sally Blane']"
She Learned About Sailors,"['Alice Faye', ' Lew Ayres']"
She Love Me Not,"['Miriam Hopkins', ' Bing Crosby', ' Kitty Carlisle']"
She Made Her Bed,"['Richard Arlen', ' Sally Eilers']"
She Was a Lady,"['Helen Twelvetrees', ' Donald Woods']"
Shoot the Works,"['Jack Oakie', ' Ben Bernie', ' Dorothy Dell']"
The Show-Off,"['Spencer Tracy', ' Madge Evans', ' Henry Wadsworth']"
Side Streets,"['Aline MacMahon', ' Ann Dvorak', ' Paul Kelly']"
The Silver Streak,"['Charles Starrett', ' Sally Blane']"
Sing and Like It,"['ZaSu Pitts', ' Pert Kelton', ' Edward Everett Horton']"
Sing Sing Nights,"['Conway Tearle', ' Jameson Thomas']"
Sisters Under the Skin,"['Elissa Landi', ' Frank Morgan']"
Six of a Kind,"['Charles Ruggles', ' Mary Boland', ' George Burns']"
Sixteen Fathoms Deep,"[""Sally O'Neil"", ' Lon Chaney Jr.']"
Sleepers East,"['Wynne Gibson', ' Mona Barrie']"
Smarty,"['Joan Blondell', ' Warren William']"
Smoking Guns,"['Ken Maynard', ' Gloria Shea', ' Walter Miller']"
Social Register,"['Colleen Moore', ' Charles Winninger']"
Sons of Steel,"['Charles Starrett', ' Polly Ann Young']"
Speed Wings,"['Tim McCoy', ' Evalyn Knapp']"
Spitfire,"['Katharine Hepburn', ' Sara Haden', ' Ralph Bellamy']"
Springtime for Henry,"['Otto Kruger', ' Nancy Carroll', ' Nigel Bruce']"
The St. Louis Kid,"['James Cagney', ' Allen Jenkins', ' Robert Barrat']"
St. Louis Woman,"['Jeanette Loff', ' Johnny Mack Brown', ' Earle Foxe']"
Stamboul Quest,"['Myrna Loy', ' George Brent', ' Lionel Atwill']"
Stand Up and Cheer!,"['Warner Baxter', ' Madge Evans', ' Shirley Temple']"
The Star Packer,"['John Wayne', ' Gabby Hayes', ' Verna Hillie']"
Stingaree,"['Irene Dunne', ' Richard Rix']"
Stolen Sweets,"['Sally Blane', ' Jameson Thomas']"
Straight Is the Way,"['Franchot Tone', ' May Robson']"
Strange Wives,"['Roger Pryor', ' Esther Ralston']"
Strictly Dynamite,"['Jimmy Durante', ' Lupe Vélez']"
Student Tour,"['Jimmy Durante', ' Maxine Doyle']"
Success at Any Price,"['Douglas Fairbanks Jr.', ' Genevieve Tobin', ' Colleen Moore']"
A Successful Failure,"['Russell Hopton', ' Gloria Shea', ' Jameson Thomas']"
Such Women Are Dangerous,"['Warner Baxter', ' Rosemary Ames']"
Sweet Adeline,"['Irene Dunne', ' Hugh Herbert', ' Donald Woods']"
Take the Stand,"['Jack La Rue', ' Thelma Todd', ' Gail Patrick']"
Tarzan and His Mate,"[""Maureen O'Sullivan"", ' Johnny Weissmuller', ' Neil Hamilton']"
Terror of the Plains,"['Tom Tyler', ' Roberta Gale']"
That's Gratitude,"['Arthur Byron', ' Mary Carlisle']"
Their Big Moment,"['ZaSu Pitts', ' Slim Summerville']"
There's Always Tomorrow,"['Frank Morgan', ' Binnie Barnes']"
The Thin Man,"['William Powell', ' Myrna Loy', "" Maureen O'Sullivan""]"
Thirty Day Princess,"['Cary Grant', ' Sylvia Sidney', ' Edward Arnold']"
This Man Is Mine,"['Irene Dunne', ' Constance Cummings', ' Ralph Bellamy']"
This Side of Heaven,"['Lionel Barrymore', ' Fay Bainter', ' Tom Brown']"
Thunder Over Texas,"['Guinn ""Big Boy"" Williams', ' Marion Shilling']"
Ticket to a Crime,"['Ralph Graves', ' Lois Wilson', ' Lola Lane']"
Tomorrow's Youth,"['Dickie Moore', ' Gloria Shea']"
The Trail Beyond,"['John Wayne', ' Verna Hillie', ' Noah Beery Sr.']"
Transatlantic Merry-Go-Round,"['Jack Benny', ' Nancy Carroll', ' Sydney Howard']"
Treasure Island,"['Wallace Beery', ' Jackie Cooper', ' Lionel Barrymore']"
